Account_ID,Customer_ID,Account_Type,Branch_Code,Balance_PHP,Credit_Score,Interest_Rate,Loan_Amount_PHP,Loan_Type,Loan_Status,Transaction_ID,Transaction_Type,Transaction_Amount_PHP,Transaction_Date,Merchant_ID,Merchant_Category,Card_Type,Credit_Limit_PHP,Overdue_Amount_PHP,Monthly_Income_PHP
353713,2107,Time Deposit,CEB,41738.88,498,9.42,157919.7,Business,Closed,9664316,Debit,15691.14,4/11/2023,683629,Groceries,Debit,64142.07,17050.17,39891.47
668682,6196,Time Deposit,GEN,42705.2,811,4.21,28216.92,Auto,Rejected,5222013,Credit,35518.52,11/5/2022,621593,Healthcare,Credit,48005.7,9470.41,26244.54
734471,7390,Time Deposit,GEN,64255.13,543,3.78,125984.77,Business,Closed,7924884,Credit,30183.5,11/22/2022,403996,Utilities,Debit,20819.98,4431.47,49363.69
682680,2286,Time Deposit,CEB,99402.05,572,8.22,145723.03,Business,Closed,2433760,Credit,13017.13,9/22/2023,235032,Travel,Credit,96828.96,12765.08,69760.81
726552,2009,Time Deposit,GEN,95983.46,323,1.61,332787.56,Home,Approved,1409592,Credit,41793.05,10/22/2022,643108,Healthcare,Credit,63016.88,3425.85,93614.2
984728,1873,Time Deposit,DVO,79846.96,496,9.55,60005.14,Business,Approved,4087016,Debit,34899.91,3/18/2023,543920,Healthcare,Credit,53526.67,14286.86,84803.6
754743,9770,Current,MNL,33565.14,777,8,27782.62,Personal,Approved,9207435,Debit,29529.83,2/6/2023,104059,Utilities,Credit,50532.1,29404.76,88344.83
695142,9233,Time Deposit,MNL,62087.51,444,2.07,484505.26,Business,Closed,2743333,Debit,808.95,2/23/2023,516634,Groceries,Debit,54924.54,11623.56,63257.51
216911,4282,Current,DVO,7475.26,718,5.9,362514.52,Home,Rejected,6458759,Debit,49526.28,1/8/2023,183312,Travel,Credit,94040.83,5513.58,78189.8
853717,2802,Current,MNL,49098.72,427,2.92,236751,Business,Rejected,6489788,Credit,22844.28,7/12/2023,312068,Travel,Debit,89025.49,2273.54,31261.63
448403,8083,Time Deposit,CEB,19701.54,577,8.56,53749.59,Auto,Approved,1040984,Credit,9615.04,2/6/2023,217143,Utilities,Debit,22354.91,15354.1,38671.3
553932,9738,Time Deposit,ILO,82653.56,553,1.04,477790.63,Auto,Approved,1428966,Credit,46008.39,9/16/2023,815531,Groceries,Debit,81021.63,9620.75,69046.83
997520,1975,Time Deposit,ILO,31411.58,703,1.89,178703.99,Auto,Approved,7108294,Credit,38265.62,2/21/2022,199911,Healthcare,Debit,16689.23,14868.57,87576.49
286396,5762,Time Deposit,ILO,24408.63,780,5.95,350345.39,Auto,Rejected,7618222,Credit,7024.73,6/19/2022,609963,Travel,Debit,22552.45,8077.74,28685.69
839827,9571,Savings,DVO,36350.01,611,1.51,425477.48,Home,Rejected,2092307,Debit,8572.83,8/9/2022,652533,Groceries,Credit,45845.07,13233.99,70780.31
104798,9247,Current,MNL,42577.17,511,8.57,246250.38,Personal,Rejected,5388211,Debit,42081.99,3/2/2023,305847,Groceries,Credit,65874.78,5561.62,44571.4
784612,8235,Current,CEB,71441.82,469,7.28,63343.4,Auto,Approved,2495602,Debit,3871.81,6/19/2023,913066,Healthcare,Debit,75947.3,8058.84,50969.66
878096,9949,Current,ILO,12832.21,534,3.93,231996.6,Home,Rejected,3909034,Credit,15306.65,12/3/2022,438471,Healthcare,Debit,94176.94,7715.12,45042.32
330683,2049,Savings,GEN,65177.07,414,2.36,419581.77,Business,Rejected,1402993,Credit,44554.38,4/1/2022,731672,Shopping,Debit,55589.85,13852.69,89128.38
289079,9244,Savings,CEB,87700.48,770,4.75,421958.82,Auto,Pending,3836998,Debit,27502.42,7/27/2023,577948,Shopping,Debit,68504.04,5336.87,91657.99
368777,2287,Current,GEN,96931.87,688,9.52,353603.48,Business,Pending,7941768,Credit,6132.78,3/14/2022,176243,Healthcare,Debit,42203.24,4187.74,22645.02
782500,4685,Savings,CEB,5971.69,567,8.69,298233.45,Auto,Approved,3495760,Credit,906.72,10/31/2023,565800,Utilities,Debit,77597.26,7270.79,82638.56
968513,3503,Time Deposit,GEN,42380.34,305,2.59,191394.55,Home,Pending,5871491,Debit,7354.23,7/2/2022,950101,Utilities,Debit,54349.19,14817.45,29405.96
444755,7405,Time Deposit,ILO,87592.95,723,1.12,396310.88,Personal,Closed,2610466,Credit,42346.69,8/13/2023,473155,Utilities,Credit,29699.22,15320.09,63858.9
482063,1098,Savings,ILO,98056.37,557,2.34,39392.42,Personal,Closed,3128169,Credit,14543.86,8/21/2023,197887,Travel,Debit,85133.27,22196.84,45573.21
900371,1261,Savings,MNL,9410.7,728,6.24,128331.43,Auto,Rejected,7879545,Credit,43326.16,4/5/2023,120189,Groceries,Debit,38994.97,29362.26,46383.86
475806,9550,Time Deposit,GEN,45126.35,525,1.46,486083.58,Auto,Closed,1227106,Credit,46019.79,1/18/2022,140293,Groceries,Credit,98982.64,5964.99,80073.14
338104,4967,Time Deposit,CEB,34966.72,752,6.46,6103.32,Home,Approved,7865751,Debit,14094.03,5/22/2022,600329,Groceries,Credit,88899.19,7581.37,64645.38
726206,1714,Current,CEB,22289.27,750,9.75,294811.47,Home,Closed,2134367,Debit,40973.38,3/19/2022,671566,Groceries,Credit,48304.22,22297.62,50896.64
872615,9125,Time Deposit,CEB,63490.26,475,4.83,454188.97,Auto,Pending,6825956,Credit,2116.97,5/14/2022,562981,Groceries,Debit,16552.43,7004.98,95414.29
204560,2398,Time Deposit,MNL,90405.3,759,2.39,51811.22,Auto,Pending,8498095,Credit,28205.24,8/19/2022,454490,Travel,Credit,74926.35,28006.65,66680.67
353528,1473,Savings,DVO,73752.94,610,1.37,354567.45,Business,Rejected,7391824,Debit,49883.08,11/7/2022,333247,Healthcare,Debit,56424.37,793.79,77403.97
279845,2654,Current,MNL,40294.41,507,8.59,424329.09,Business,Rejected,4984227,Credit,26752.2,10/4/2022,868719,Travel,Credit,60437.65,24573.16,17345.26
966382,8132,Savings,GEN,27158.12,744,5.54,227068.29,Home,Approved,5057255,Credit,21224.75,7/4/2022,230716,Groceries,Credit,47966.49,21055.13,46087.1
377868,8216,Time Deposit,CEB,82726.17,583,3.85,380383.46,Personal,Rejected,4797473,Debit,28433.24,1/1/2022,214435,Travel,Credit,26715.01,18767.9,85157.26
419058,3160,Savings,MNL,99436.93,517,2.4,252429.92,Personal,Rejected,1248088,Debit,11195.97,5/19/2023,395187,Shopping,Debit,22868.39,7747.39,43375.03
711795,6413,Time Deposit,CEB,44240.2,649,7.25,351866.74,Auto,Approved,8596530,Credit,5829.47,3/31/2022,531665,Utilities,Credit,5473.44,4038.26,86132.32
987455,8200,Savings,ILO,73673.93,437,8.31,276538,Business,Approved,1429289,Debit,24380.75,4/28/2023,594782,Utilities,Debit,56963.68,6715.47,34141.27
955780,6771,Savings,ILO,37745.19,579,3.88,271806.86,Business,Pending,3199859,Credit,5161.43,7/31/2022,873994,Travel,Debit,78265.84,17230.01,90266.78
773295,4980,Time Deposit,ILO,45531.56,550,5.54,405800.47,Personal,Approved,6834542,Debit,43878.15,1/6/2022,407622,Shopping,Credit,42847.87,27370.63,28725.5
927303,8104,Savings,MNL,97298.05,699,9.47,380146.91,Business,Closed,9535474,Debit,36560.26,9/15/2023,804208,Healthcare,Credit,39719.63,6354.08,30359.85
386210,5350,Current,DVO,15658.2,756,6.06,107941.09,Auto,Pending,6521354,Debit,12909.2,1/5/2023,757310,Travel,Debit,25940.9,25827.99,80484.69
663890,6388,Current,ILO,84510.23,459,4.5,174739.91,Auto,Rejected,7091396,Credit,30051.5,8/17/2022,695486,Shopping,Debit,14803.59,20588.73,27850.08
572335,5350,Savings,MNL,67265.13,729,4.25,250683,Home,Closed,5891003,Debit,18934.23,9/2/2022,136295,Utilities,Debit,63540.35,2605.56,64272.64
868769,4573,Time Deposit,ILO,91077.75,470,3.51,237346.87,Auto,Pending,4162157,Credit,16535.45,11/23/2023,152616,Groceries,Debit,31854.76,10253.07,72165.24
975294,7226,Savings,CEB,79777.61,688,4.97,156345.51,Auto,Approved,6523636,Credit,12080.86,8/8/2023,938406,Travel,Debit,72965.1,8652.28,23383.54
743043,5259,Savings,ILO,24230.73,829,8.07,10984.36,Auto,Rejected,8534343,Debit,21151.18,9/17/2023,213747,Travel,Credit,24545.77,25260.67,49099.47
884679,2970,Time Deposit,ILO,32687.93,462,8.17,45994.23,Personal,Closed,1660538,Debit,42098.42,2/21/2022,564110,Shopping,Credit,31503.88,19593.01,75510.47
618491,2152,Savings,ILO,99859.09,483,6.13,210926.6,Home,Rejected,3688654,Credit,24649.25,12/27/2023,402704,Healthcare,Credit,39731.86,4753.48,78741.37
892787,5803,Time Deposit,GEN,54941.63,527,4.31,256640.62,Auto,Rejected,9816100,Credit,19020.12,6/24/2023,587608,Healthcare,Debit,86764.78,4405.64,54632.18
701928,8103,Current,DVO,1843.3,705,5.48,55432.55,Auto,Rejected,2839298,Debit,47223.06,12/26/2022,219204,Utilities,Debit,92654.87,22077.12,57059.14
385549,7985,Current,MNL,84230.52,441,7.85,375487.13,Business,Rejected,2942433,Debit,23780.02,5/4/2023,649783,Utilities,Debit,25846.69,782.12,81403.54
982047,6767,Current,GEN,84675.91,544,2.3,353584.71,Home,Closed,5495557,Credit,49880.94,3/24/2022,155818,Groceries,Credit,36538.39,6200.66,11493.96
834134,6432,Time Deposit,DVO,46787.72,776,3.34,487602.87,Home,Closed,5317080,Debit,47046.46,6/28/2023,607623,Healthcare,Credit,82411.74,16679.1,76336.15
925886,2061,Current,CEB,48153.7,682,8.19,178969.16,Home,Pending,5082824,Credit,18914.64,8/22/2022,530751,Healthcare,Debit,72253.61,2769.97,65016.7
996676,7306,Savings,MNL,27384.48,772,4.46,219553.96,Auto,Closed,7552369,Debit,774.24,3/20/2023,175423,Groceries,Debit,11092.62,22906.59,39220.04
386180,7461,Current,GEN,65232.41,830,1.43,345556.64,Auto,Rejected,8187370,Credit,45883.17,7/22/2023,602288,Shopping,Debit,81860.49,12849.44,16621.32
438932,1658,Current,GEN,94400.78,572,9.02,489269.34,Home,Approved,5125345,Credit,24070.95,9/14/2022,404416,Utilities,Credit,68641.41,16270.1,49459.51
110507,7660,Savings,ILO,78923.97,548,1.07,106493.15,Personal,Approved,1620166,Debit,34348.63,3/21/2023,464272,Healthcare,Debit,66712.18,24863.75,41960.71
469673,8190,Time Deposit,MNL,80411.53,481,6.73,69048.77,Personal,Pending,5100622,Debit,45851.99,1/5/2023,917775,Travel,Debit,7302.15,13473.91,43142.7
981218,4190,Savings,MNL,16198.52,709,2.22,431564.23,Home,Pending,6302415,Credit,31917.74,4/9/2023,245776,Healthcare,Debit,74253.04,5091.33,78489.43
408660,1759,Savings,MNL,96023.57,823,4.42,370582.27,Business,Rejected,1088837,Credit,13982.79,1/16/2022,816196,Groceries,Credit,75634.17,11500.83,64328.52
125456,2648,Time Deposit,ILO,87823.61,824,5.58,492671.88,Auto,Rejected,4472088,Credit,31157.8,12/29/2022,878520,Shopping,Debit,32782.78,9609.12,46473.34
444820,8309,Savings,CEB,22977.86,340,1.98,466963.04,Home,Pending,8587254,Credit,32794.38,2/2/2022,114759,Travel,Credit,58044.3,9474.98,25388.34
850580,2824,Current,CEB,23554.35,536,5.64,334011.07,Auto,Pending,4542671,Debit,15002.74,6/4/2022,264283,Groceries,Credit,75143.41,2433.55,90904.7
213758,3252,Time Deposit,GEN,76844.49,815,6.44,187581.32,Personal,Closed,1545428,Debit,36960.54,1/28/2023,417186,Travel,Credit,59495.23,19117.88,86413.67
636585,1956,Current,DVO,26960.18,599,3.59,38279.98,Business,Approved,3073860,Credit,6804.56,4/7/2022,767060,Utilities,Debit,44278.79,29937.99,22678.01
642296,4217,Current,GEN,74634.01,836,6.11,432719.99,Auto,Approved,7658063,Credit,10446.13,10/7/2023,411860,Healthcare,Credit,33832.31,7225.93,26912.8
652273,7019,Savings,GEN,95503.76,824,9.69,178580.4,Auto,Pending,6193870,Debit,47959.37,5/11/2022,908304,Shopping,Debit,20344.59,270.86,48196.73
610295,8470,Savings,CEB,53919.96,725,4.8,108201.52,Personal,Rejected,2650499,Debit,15025.18,1/4/2023,797461,Groceries,Debit,79431.84,9303.59,80165.15
112583,7392,Time Deposit,CEB,72546.14,408,3.67,309501.65,Auto,Closed,5218903,Credit,10220.66,6/17/2022,590863,Shopping,Credit,46154.85,12053.61,55526.37
368889,9758,Time Deposit,CEB,33479.65,386,8.36,362136.19,Personal,Approved,5920162,Credit,21985.51,4/8/2022,359654,Utilities,Credit,33434.53,21034.68,52792.32
990864,1228,Current,GEN,95466.62,344,7.53,329816.62,Auto,Rejected,4820737,Credit,8023.42,2/27/2023,996868,Healthcare,Debit,59467.31,16801.94,50057.93
189466,5503,Savings,CEB,16813.69,587,6.1,398013.52,Business,Rejected,4697976,Debit,44622.18,6/5/2023,923649,Healthcare,Credit,15394.35,11393.48,84675.34
754106,9543,Savings,GEN,94604.84,591,4.57,40095.21,Auto,Rejected,8926144,Credit,21628.96,3/22/2022,477782,Travel,Credit,83657.72,4842.36,33224.92
735724,8010,Time Deposit,DVO,74092.03,450,9.3,321646.82,Auto,Approved,4529982,Credit,34585.65,1/14/2023,376838,Groceries,Credit,59411.18,1535.02,54930.54
750544,1556,Current,ILO,92697.86,336,2.4,171952.49,Personal,Rejected,3123659,Debit,8851.46,4/26/2022,687557,Travel,Credit,57993.52,16443.22,49983.4
379000,6240,Current,GEN,44392.27,615,1.77,435364.23,Business,Approved,5980347,Credit,9163.59,12/17/2022,696712,Shopping,Credit,8364.6,19753.94,78829.37
244148,7451,Time Deposit,MNL,59134.54,646,8.93,461251.09,Auto,Pending,2220722,Debit,34695.22,1/13/2022,558538,Utilities,Debit,59207.21,4231.3,14730.64
665112,1610,Time Deposit,ILO,82096.99,724,8.56,207125.83,Personal,Rejected,4811218,Debit,38833.68,1/22/2022,520008,Shopping,Credit,67119.68,17188.17,50715.75
235696,4814,Savings,GEN,96160.67,557,2.62,453471.25,Auto,Closed,7793242,Credit,25838.39,5/6/2022,819555,Travel,Credit,91130.93,13491.88,37201.14
321495,7960,Time Deposit,ILO,22500.75,692,3.76,409528.03,Auto,Pending,5303889,Credit,24024.73,6/24/2022,991743,Utilities,Credit,70176.56,9608.49,35211.77
694835,8943,Current,MNL,65312.66,375,8.38,152993.26,Personal,Closed,6148641,Debit,35888.04,5/18/2023,751736,Healthcare,Debit,85609.32,23711.64,76720.71
196053,7968,Savings,GEN,51511.42,701,8.22,415603.22,Home,Closed,3634474,Credit,22768.37,11/13/2023,767354,Utilities,Debit,24141.9,27795.21,47088.82
554431,8072,Current,GEN,6972.32,586,5.28,298998.4,Home,Pending,9335189,Debit,45736.89,2/28/2022,680565,Healthcare,Debit,7293.79,15618.84,78610.83
600235,2918,Time Deposit,GEN,71347.88,705,1.26,289286.18,Home,Approved,2217874,Credit,25174.78,6/14/2023,883482,Groceries,Debit,75330.41,2477.35,17941.63
524338,5540,Time Deposit,GEN,25577.14,599,7.87,59014.22,Auto,Closed,2530728,Credit,44139.03,10/29/2023,282650,Shopping,Credit,8027.52,8510.63,71096.13
809063,8581,Time Deposit,GEN,38029.92,654,5.61,298130.3,Auto,Approved,2795518,Debit,20638.38,8/28/2023,994806,Travel,Debit,93978.99,56.13,61425.83
623880,3585,Time Deposit,DVO,10066.61,828,2.69,350149.59,Home,Pending,3130753,Debit,32747.75,9/11/2023,464629,Utilities,Credit,68223.97,16594.7,68586.51
830563,7568,Time Deposit,GEN,36974.6,582,6.37,462733.86,Auto,Approved,7327689,Credit,38714.01,2/25/2023,610878,Utilities,Debit,35152.78,16152.93,40241.81
307735,4685,Current,CEB,72538.74,654,5.43,328974.23,Home,Rejected,8186677,Debit,24322.08,7/2/2023,950552,Shopping,Credit,31031.31,15385.19,31190.97
601376,7811,Current,MNL,65100.37,313,9.65,277458.76,Home,Pending,5497460,Debit,1043.86,6/13/2022,276448,Travel,Debit,89121.31,24698.63,52820.48
448640,7188,Time Deposit,ILO,3821.43,300,9.2,488928.65,Auto,Pending,2540611,Credit,26880.42,7/9/2023,305404,Groceries,Credit,96623.48,10043.17,46410.71
434467,5948,Time Deposit,MNL,69908.73,643,2.84,103381.52,Business,Rejected,5108880,Debit,46080.19,7/10/2022,677718,Healthcare,Credit,76122.55,9144.47,47883.58
378899,4282,Time Deposit,ILO,22799.23,841,4.35,487008.15,Home,Closed,1934644,Credit,43977.86,10/24/2022,151368,Groceries,Debit,49868.01,7976.73,68515.53
389433,6880,Savings,ILO,76442.83,383,8.78,445973.43,Home,Rejected,9000460,Debit,16083.7,2/10/2022,633921,Groceries,Debit,38014.23,5495.68,49155.88
976223,9361,Savings,CEB,65055.55,460,9.8,421862.92,Auto,Rejected,5963230,Credit,39395.94,8/16/2022,477191,Groceries,Debit,16344.56,22500.61,94064.38
678527,4224,Savings,CEB,29850,599,5.11,465988.23,Personal,Rejected,4040825,Credit,30703.22,2/19/2022,590213,Travel,Debit,88741.98,5920.86,14701.58
138037,3432,Time Deposit,GEN,41354.17,473,1.17,61934.07,Personal,Closed,4565252,Debit,41754.92,11/23/2023,715845,Shopping,Credit,60326,8307.46,52209.46
249022,4224,Savings,ILO,27928.02,362,7.7,423525.69,Auto,Rejected,2282605,Debit,20508.55,3/9/2023,277585,Healthcare,Debit,92748.23,18071.2,32586.93
486184,5995,Current,CEB,40583.04,465,8.44,179583.93,Business,Approved,8196215,Debit,21560.03,9/27/2022,166073,Utilities,Debit,34973.09,3038.12,71744.1
251433,1619,Current,GEN,34742.34,391,9.58,99041.04,Personal,Pending,4411332,Credit,5617.14,5/18/2022,795595,Travel,Credit,54991.97,19615.3,45588.15
234370,4074,Time Deposit,MNL,87880.92,644,1.78,284830.57,Auto,Closed,7665039,Debit,28946.47,10/9/2023,290493,Groceries,Credit,23729.43,15821.85,22145.48
897616,5657,Savings,GEN,37321.69,683,7.08,304350.07,Business,Approved,4064824,Credit,18990.02,9/29/2022,267166,Utilities,Debit,34070.23,24537.91,88128.87
745405,1306,Time Deposit,DVO,43997.5,491,3.43,58640.34,Auto,Approved,6331145,Credit,14473.7,3/28/2023,585505,Healthcare,Credit,74196.46,15370.33,72337.43
954249,3362,Time Deposit,GEN,87076.59,660,1.31,426807.83,Personal,Closed,8247176,Credit,32232.14,5/23/2023,211903,Travel,Credit,36653.78,29588.43,71432.85
799093,2213,Time Deposit,DVO,41320.35,733,6.68,457850.71,Business,Approved,6132865,Credit,25420.48,2/18/2023,212836,Utilities,Credit,5216.78,11583.24,29588.61
211673,4811,Savings,DVO,38879.1,745,3.82,54108.73,Home,Pending,7419044,Credit,44187.86,9/11/2022,169567,Groceries,Credit,75961.38,14007.95,55875.3
892000,3082,Time Deposit,CEB,87643.21,642,7.69,435662.83,Personal,Closed,1782118,Credit,13532.81,12/13/2023,373846,Healthcare,Credit,64663.62,26151.4,30287.16
595670,6895,Savings,DVO,85079.54,771,1.75,278295.54,Personal,Pending,1434647,Credit,31301.16,9/16/2022,158330,Shopping,Debit,8355.97,7707.22,87772.37
373241,5507,Current,ILO,86725.65,579,3.99,212046.78,Personal,Approved,7605559,Credit,400.44,11/5/2023,837946,Travel,Debit,96977.96,3277.91,59640.84
521138,7436,Time Deposit,MNL,91048.45,766,5.55,351379.78,Business,Rejected,7092204,Debit,16727.68,7/27/2022,879073,Shopping,Credit,79972.42,6127.86,64024.61
874745,3004,Current,ILO,54737.68,722,8.91,31165.58,Auto,Approved,8124077,Debit,9560.8,4/17/2022,684175,Groceries,Credit,69492.45,14332.24,55061.99
996279,6746,Time Deposit,ILO,17403.18,536,1.89,215374.62,Business,Rejected,4913860,Credit,6104.11,8/12/2022,579692,Utilities,Debit,48991.67,15085.52,69963.08
665348,6631,Time Deposit,CEB,1921.05,567,5.96,283032.4,Home,Pending,7978814,Credit,35127.45,6/8/2022,872540,Utilities,Debit,86958.73,16881.17,27380.32
781333,9505,Savings,GEN,32266.92,303,1.14,28568.02,Auto,Closed,2981755,Debit,27150.09,8/5/2023,322453,Utilities,Credit,22249.93,15852.46,61599.65
713167,1884,Current,MNL,12137.86,582,3.13,262090.47,Personal,Closed,6370684,Credit,6146.82,5/16/2023,904767,Groceries,Credit,42816.05,26087.92,41835.54
553373,7976,Current,CEB,17133.97,818,7.8,217284.72,Personal,Closed,8830494,Debit,13367.32,12/2/2023,384983,Shopping,Credit,5320.64,28023,63173.23
203381,1327,Savings,ILO,64384.92,557,5.88,365444.84,Business,Closed,9996114,Credit,30105.14,12/13/2023,384940,Healthcare,Credit,29167.1,17770.66,88186.34
654193,7412,Time Deposit,CEB,85534.61,540,8.3,311144.89,Auto,Approved,4135059,Debit,21986.2,7/26/2023,743473,Shopping,Credit,91771.87,7424.92,32245.1
531819,1197,Current,GEN,26608.03,537,6.96,38901.83,Personal,Closed,9504776,Debit,37231.19,10/30/2023,684785,Shopping,Debit,24490.94,20675.31,95913.94
293574,9035,Current,CEB,9580.42,417,2.42,223582.14,Auto,Pending,2467250,Debit,7508.03,9/2/2023,551547,Groceries,Credit,12124.15,4301.85,26892.95
510004,2475,Savings,CEB,9758.97,584,4.51,106087.45,Home,Pending,6678950,Credit,49067.13,7/15/2023,216182,Shopping,Credit,84769.07,4786.26,18658.82
930528,3003,Current,DVO,55149.76,577,9.15,243394.91,Business,Approved,3923885,Debit,40622.43,1/22/2023,945798,Travel,Debit,98854.05,22306.38,65240.02
125675,6158,Time Deposit,ILO,78039.94,752,8.75,419265.27,Personal,Pending,7314464,Credit,42054.6,7/23/2022,406969,Groceries,Credit,34410.48,28792.47,20221.72
865774,2889,Time Deposit,GEN,51152.36,410,7.8,20175.93,Personal,Closed,4174947,Debit,10116.39,4/18/2022,374352,Shopping,Credit,58337.23,22489.38,55969.88
730654,5171,Current,CEB,27864.32,448,4.59,231154.13,Personal,Approved,1210583,Credit,37958.09,1/6/2022,276978,Travel,Credit,92192.95,27752.66,77124.11
519732,7417,Savings,MNL,76242.5,348,8.2,107901.29,Personal,Approved,8049785,Credit,10547.11,5/31/2022,150998,Groceries,Credit,35979.88,29748.41,68647.99
902349,3368,Current,CEB,41597.86,780,3.19,426514.34,Home,Approved,4779373,Credit,15366.86,7/27/2022,460798,Healthcare,Debit,58974.96,1232.87,22257.98
361523,8578,Time Deposit,MNL,87445.69,553,8.86,342982.41,Personal,Rejected,2427512,Debit,31998.06,9/11/2022,928964,Groceries,Credit,35228.32,28260.15,99346.98
573327,9771,Savings,GEN,85648.68,493,4.35,192465.97,Business,Closed,6204147,Credit,45157.41,4/9/2023,698951,Shopping,Credit,19029.31,7241.11,33761.14
926513,8195,Current,GEN,59739.32,393,5.23,81733.89,Home,Closed,9305326,Debit,40661.5,7/7/2023,603757,Utilities,Credit,45073.35,27108.57,87391.39
877590,1822,Time Deposit,CEB,19552.14,337,3.53,115547.85,Business,Approved,9551500,Credit,689.66,7/13/2022,576359,Utilities,Debit,53710.06,10080.98,83871.65
391442,7079,Savings,ILO,83382.86,306,7.65,155692.1,Home,Closed,2901797,Credit,45590.24,9/21/2023,644309,Utilities,Credit,34171.27,28247.38,17875.19
452722,1084,Current,MNL,34473.42,480,4.84,262883.18,Home,Approved,7653296,Debit,12495.21,11/18/2023,580421,Utilities,Credit,36854.67,24307.21,32031.23
218194,6934,Savings,MNL,15386.12,570,6.64,218891.48,Personal,Pending,5688864,Debit,15762.58,7/31/2023,735069,Travel,Debit,9646.84,7746.65,63140.41
686167,9872,Time Deposit,GEN,86428.29,473,3.72,281735.54,Business,Pending,8501553,Credit,9634.82,1/1/2023,191787,Groceries,Debit,94478.61,9306.2,73511.95
349604,8246,Savings,ILO,37122.07,360,2.92,424041.87,Business,Closed,6750269,Debit,1940.18,2/19/2023,523845,Utilities,Credit,8038.6,12973.46,33701.51
883846,6588,Current,DVO,52787.44,781,6.23,157761.89,Home,Pending,3800439,Debit,43225.65,4/10/2022,779249,Travel,Credit,75053.99,6406.78,58950.13
992137,7352,Savings,GEN,24325.91,433,5.19,388929.14,Business,Rejected,2600257,Credit,45322.42,3/6/2022,943047,Travel,Credit,36009.25,26795.53,63079.44
398541,5249,Current,GEN,55751.71,734,6.57,57988.34,Personal,Closed,2146068,Credit,31978.13,1/17/2022,455691,Healthcare,Debit,77709.4,249.24,99183
819672,9525,Savings,MNL,54317.65,551,3.86,224600.44,Business,Approved,2863160,Credit,24065,7/9/2022,996537,Healthcare,Debit,32185.39,13269.94,66477.15
141783,4639,Time Deposit,GEN,50847.65,595,5.21,392506.83,Business,Pending,9355514,Credit,27284.97,7/3/2023,108860,Utilities,Debit,87511.59,17287.08,74640.03
182770,1761,Current,MNL,9256.65,480,2.88,210930.4,Home,Pending,4516952,Debit,15910.78,12/5/2023,969666,Groceries,Debit,39443.4,25843.46,96984.35
247374,6983,Savings,GEN,32945.71,571,8.47,21166.25,Business,Closed,6955613,Credit,6824.89,12/11/2023,950472,Healthcare,Debit,79087.48,5169.82,17037.89
810590,8738,Savings,CEB,30876.34,831,2.93,41012.88,Personal,Rejected,6188010,Debit,42913.8,9/1/2023,277450,Shopping,Credit,14074.83,25695.7,90891.61
387131,8864,Current,ILO,1435.75,592,6.81,93981.78,Business,Closed,6364831,Credit,12223.24,11/4/2022,247574,Shopping,Credit,51303.98,1877.04,66685
591544,7654,Savings,MNL,74296.1,764,3.8,300271.49,Business,Rejected,6965735,Debit,40493.42,4/19/2022,334827,Groceries,Debit,58883.62,22076.32,46742.62
435266,5652,Current,MNL,14054.42,700,3.9,308336.13,Home,Approved,8718556,Credit,49625.25,6/14/2023,365321,Shopping,Debit,59876.34,28687.77,27392.21
845124,5453,Savings,ILO,45846.6,574,7.34,281935.3,Home,Approved,6150672,Debit,34390.57,3/8/2023,326649,Shopping,Credit,33564.78,17272.44,64429.75
595852,3971,Savings,CEB,30744.65,542,9.92,478158.49,Personal,Approved,1203647,Debit,15849.57,9/8/2022,465447,Shopping,Debit,80365.07,3050.19,43107.44
102288,7365,Savings,MNL,51989.07,387,2.52,439734.74,Personal,Closed,6213428,Credit,8713.58,9/1/2023,861528,Utilities,Debit,58066.69,20551.01,31125.5
707393,1909,Time Deposit,CEB,48926.55,323,2.42,349855.55,Home,Rejected,9397670,Credit,3022.89,5/6/2022,136942,Travel,Credit,32089.44,479.22,72608.3
428738,7298,Savings,GEN,26042.94,520,7.8,491666.3,Auto,Approved,1992761,Debit,26766.44,3/28/2023,107622,Utilities,Debit,50156.47,17618.4,59471.75
295636,5802,Time Deposit,GEN,45261.73,389,5.56,193806.83,Auto,Closed,2215242,Credit,10862.03,3/6/2023,875549,Travel,Credit,37013.05,25352.48,83157.97
543118,8507,Time Deposit,DVO,44014.71,306,4.08,458465.43,Personal,Rejected,7745205,Credit,4982.38,1/27/2022,624090,Shopping,Debit,94013.99,19561.64,48727.11
756193,2816,Savings,MNL,37925.98,561,3.51,95462.58,Personal,Approved,1100460,Credit,40376.2,4/28/2022,892611,Utilities,Credit,71895.93,9070.88,43773.03
117572,2154,Savings,GEN,87302.22,597,6.4,243751.62,Home,Rejected,9681942,Debit,40513.33,4/28/2022,177992,Utilities,Debit,74729.07,14712.97,68494.18
950633,5580,Savings,ILO,14219.95,458,4.39,288505.03,Personal,Closed,8531248,Credit,37582.23,8/18/2023,872325,Shopping,Credit,31410.73,17870.34,31811.93
731274,3819,Savings,ILO,36885.6,490,4.4,348360.3,Auto,Pending,2830370,Credit,17372.21,6/26/2022,489788,Groceries,Credit,32129.73,23487.67,67092.83
671332,9497,Savings,GEN,71644.84,368,4.17,405998.44,Business,Approved,7270710,Debit,48590.18,10/18/2023,227016,Travel,Debit,41003.01,25863.31,95936.2
